port_origin,port_dest,lat_o,lon_o,lat_d,lon_d,gc_distance_km,departure_date,avg_wind_knots,rain_mm,temp_c,max_wave_m,visibility_km,month,season,origin_queue,dest_queue,port_congestion_idx,delay_hours
Valencia,Manzanillo,39.4699,-0.3763,19.0514,-104.3158,9805.439616045116,2022-03-11,11.934000000000001,0.0,24.1,1.8,18.896110103146036,3,MAM,0,6,0.6848637948320229,8.759098539049486
Sídney,Le Havre,-33.8688,151.2093,49.4944,0.1089,17081.967599541582,2023-11-16,10.638,0.0,28.5,0.92,17.608572127055158,11,SON,4,5,0.8154105959438238,7.874432083522072
Le Havre,Singapore,49.4944,0.1089,1.3521,103.8198,10876.483902750333,2024-04-16,12.15,0.0,28.5,0.72,18.89165273762687,4,MAM,2,4,0.7581730053126772,8.136555838777857
Prince Rupert,Singapore,54.315,-130.3208,1.3521,103.8198,12099.260837537144,2020-03-04,9.882000000000001,0.0,28.9,2.4665478646872705,17.128212392759224,3,MAM,0,5,1.0242617353835444,7.605710897345633
Durban,Prince Rupert,-29.8833,31.05,54.315,-130.3208,16915.334399042807,2022-12-06,18.198000000000004,0.1,26.1,2.34,20.131406976872903,12,DJF,7,1,0.8231418862998845,10.196595131203358
Casablanca,Prince Rupert,33.5731,-7.5898,54.315,-130.3208,8813.137821919896,2021-12-08,12.744000000000002,7.2,-2.3,0.52,15.246001211514686,12,DJF,0,5,0.3665287659825283,6.314953092589481
Sídney,Shanghai,-33.8688,151.2093,31.2304,121.4737,7881.420900107555,2020-01-14,9.342,1.1,28.3,0.5538679290700995,19.50535677136738,1,DJF,2,3,1.0356678949467102,6.632451595306248
Rio de Janeiro,Valencia,-22.9068,-43.1729,39.4699,-0.3763,8236.98623149881,2023-10-05,10.584000000000001,0.0,29.2,1.82,16.16723935148779,10,SON,3,2,1.1013676440564004,7.669918424022338
Casablanca,Busan,33.5731,-7.5898,35.1796,129.0756,11139.40361209663,2024-12-22,2.052,0.0,2.4,1.9104801208653146,18.31672398869818,12,DJF,1,0,0.3788358074144636,2.8503730881020246
Casablanca,Dubai,33.5731,-7.5898,25.2769,55.2962,6069.513068201696,2024-03-25,6.534,0.0,21.8,1.1450560448936178,18.408411079099277,3,MAM,3,4,0.5895985276576277,5.992225720981987
Long Beach,Tokyo,33.7709,-118.1937,35.6895,139.6917,8837.629819679429,2020-05-20,8.262,0.0,33.0,2.3572330573387443,19.837062327758115,5,MAM,4,5,0.5628786224729727,9.401369970009602
Balboa,Sídney,8.9833,-79.5167,-33.8688,151.2093,14156.70273127553,2023-03-26,18.414,5.4,27.8,1.16,16.04908005635698,3,MAM,2,7,0.9398559413344643,9.946331129615055
Hong Kong,Balboa,22.3193,114.1694,8.9833,-79.5167,16228.238543150328,2019-03-04,9.936,0.0,33.6,0.7763888919171555,16.490836350779293,3,MAM,4,7,0.6880533609529864,8.602308742734788
Hong Kong,Guayaquil,22.3193,114.1694,-2.1962,-79.8862,17311.13420157545,2019-03-19,7.0200000000000005,0.0,33.0,2.4343338795510334,19.212264213440033,3,MAM,6,6,0.5620758292129626,8.638610919272871
Tanger Med,Hong Kong,35.8844,-5.5036,22.3193,114.1694,10956.756731761481,2021-08-14,12.15,0.0,35.4,2.5977992222161648,22.41901140717865,8,JJA,4,1,0.6168359104793228,6.734794266765328
Sídney,Busan,-33.8688,151.2093,35.1796,129.0756,8015.746201329199,2020-11-09,14.634000000000002,1.0,29.7,1.0801385548469051,17.664959299056775,11,SON,3,1,1.1477851172875768,7.962224778213582
Rio de Janeiro,Singapore,-22.9068,-43.1729,1.3521,103.8198,15722.118959863385,2023-04-05,8.964000000000002,2.6,29.2,0.92,15.474906442578417,4,MAM,1,1,0.5478739658772911,4.053457337214668
Manzanillo,Hamburgo,19.0514,-104.3158,53.5488,9.9872,9807.294475763936,2019-08-16,21.978,0.6,24.6,1.259888242353798,19.51982979360719,8,JJA,2,7,1.0104630842591233,11.613945159231031
New York,Hong Kong,40.7128,-74.006,22.3193,114.1694,12955.400595035844,2019-04-22,12.528,0.0,20.2,0.9652766457182405,20.27673278546996,4,MAM,4,7,0.20197733101485843,8.12754595211311
Guayaquil,Hamburgo,-2.1962,-79.8862,53.5488,9.9872,10195.595468998297,2024-02-24,16.632,0.0,19.6,4.44,19.786101604235018,2,DJF,4,7,0.36505840997939426,14.745030974121647
Balboa,Buenos Aires,8.9833,-79.5167,-34.6037,-58.3816,5332.989257321784,2019-07-07,5.508,0.2,13.6,1.9911017317663613,18.19676326459914,7,JJA,5,7,0.9495612346190541,9.232572113182819
Guayaquil,New York,-2.1962,-79.8862,40.7128,-74.006,4808.440407082305,2022-01-31,15.552000000000001,0.0,22.1,0.36,18.30684540988909,1,DJF,5,7,0.6803623944294439,10.091483047092437
Long Beach,Houston,33.7709,-118.1937,29.7604,-95.3698,2198.4999384211455,2024-01-02,12.096,0.2,8.6,0.7958883789731148,17.941746680904444,1,DJF,7,7,0.896507232396131,9.426662210769377
Cartagena,Genova,10.3932,-75.4832,44.4056,8.9463,8760.803006141941,2021-11-22,17.928000000000004,0.8,23.1,4.0,19.04850285372391,11,SON,3,4,0.7701374491400634,12.790106532507554
Busan,Singapore,35.1796,129.0756,1.3521,103.8198,4579.341448345455,2022-12-23,26.784000000000002,1.3,25.9,3.16,14.929263050876887,12,DJF,3,3,0.7417014048225337,14.018192165280203
Tanger Med,New York,35.8844,-5.5036,40.7128,-74.006,5848.812271498282,2022-01-22,19.44,0.1,18.5,2.78,16.383629979130177,1,DJF,6,0,0.5898302534778721,10.683931673091791
Melbourne,Durban,-37.8136,144.9631,-29.8833,31.05,9830.33268636719,2024-11-06,16.686,0.7,16.4,3.26,18.07848948234893,11,SON,6,6,0.2741127417580596,11.446533912694594
Balboa,Tanger Med,8.9833,-79.5167,35.8844,-5.5036,7986.49670418893,2024-01-30,12.474000000000002,0.0,22.7,2.56,17.805597668614137,1,DJF,0,7,0.8049739986704869,8.144624826896752
Rotterdam,Casablanca,51.9244,4.4777,33.5731,-7.5898,2259.082531093251,2024-10-01,8.802000000000001,0.0,22.8,2.092241011220495,17.262214407022725,10,SON,1,6,0.32860026583166485,8.356394976033418
Vancouver,Casablanca,49.2827,-123.1207,33.5731,-7.5898,8822.795707064472,2024-12-30,14.472000000000001,0.0,13.8,5.6,18.099581338292754,12,DJF,6,3,1.1420649496551833,10.632378964048367
Tanger Med,New York,35.8844,-5.5036,40.7128,-74.006,5848.812271498282,2020-09-24,24.678000000000004,13.5,25.6,2.4946398760558877,11.727361225768993,9,SON,6,3,0.24482885136021787,13.456438633014608
Long Beach,Hamburgo,33.7709,-118.1937,53.5488,9.9872,9100.889843407183,2020-01-30,44.172000000000004,7.1,14.1,2.239845582949764,14.280370753159392,1,DJF,1,1,0.8277266930870937,16.637988237090582
San Antonio,New York,-33.5983,-71.6123,40.7128,-74.006,8266.662653421192,2024-04-12,6.264,7.0,18.1,2.665004222324548,16.972863355442414,4,MAM,3,0,0.24615096611878456,6.76083539895681
Dubai,Prince Rupert,25.2769,55.2962,54.315,-130.3208,11148.469172209314,2021-08-26,11.07,0.6,24.6,2.0055191800642365,17.466598924946638,8,JJA,6,2,1.0926313867474622,8.021370545841433
Tanger Med,Rotterdam,35.8844,-5.5036,51.9244,4.4777,1950.3652693332087,2019-07-02,8.316,3.7,25.9,0.8572729459882082,16.245994351483052,7,JJA,2,4,0.7623255129054234,7.8917789354799925
Callao,Tokyo,-12.0564,-77.1319,35.6895,139.6917,15484.831381573047,2021-05-18,6.75,0.0,35.3,1.530413079178419,18.8901200822802,5,MAM,7,3,0.7027442494044414,7.745462060643121
Tanger Med,Lisboa,35.8844,-5.5036,38.7223,-9.1393,450.46259545968286,2020-03-16,17.28,0.0,16.1,1.8906639295962135,18.713813261448788,3,MAM,4,4,0.9129148600631223,10.78453934411716
Guayaquil,San Antonio,-2.1962,-79.8862,-33.5983,-71.6123,3596.284346014745,2021-03-28,14.634000000000002,0.0,20.1,0.7294536801321624,17.808718625001145,3,MAM,0,7,0.5649837877076187,8.067427206892196
Valparaíso,San Antonio,-33.0472,-71.6128,-33.5983,-71.6123,61.279541683135925,2024-01-22,7.398,0.0,16.6,2.46,18.280971130417413,1,DJF,4,5,0.7132809115940699,7.964801563368578
Melbourne,Tokyo,-37.8136,144.9631,35.6895,139.6917,8191.195468364038,2022-07-21,13.176,14.3,28.5,1.38,12.194987817180339,7,JJA,3,0,0.5081155012519087,7.565859330554309
Durban,Casablanca,-29.8833,31.05,33.5731,-7.5898,8141.442085035192,2019-07-04,6.696000000000001,13.3,29.4,0.7916060242650866,12.10382886255569,7,JJA,3,1,0.5721827110912463,6.369122048408224
Shanghai,Long Beach,31.2304,121.4737,33.7709,-118.1937,10458.741256703952,2020-02-19,19.98,0.3,18.1,0.8978765610492466,17.189474586721207,2,DJF,7,6,0.5020878478020958,9.962815348446592
Long Beach,Cartagena,33.7709,-118.1937,10.3932,-75.4832,5057.967207433666,2023-12-11,29.754,0.6,25.6,0.78,14.99492671107025,12,DJF,2,3,0.37485939698566123,9.591951493322034
Vancouver,Long Beach,49.2827,-123.1207,33.7709,-118.1937,1771.9390083449136,2023-03-08,9.666,16.0,-2.4,1.5657302870970313,11.65927877782388,3,MAM,4,4,0.4540909810456713,10.447809674964722
Rotterdam,Busan,51.9244,4.4777,35.1796,129.0756,8936.478801952004,2023-07-29,5.454,0.0,7.4,0.7160473165690857,16.935931907682367,7,JJA,2,4,0.30637929094645694,5.932425740316395
Manzanillo,New York,19.0514,-104.3158,40.7128,-74.006,3753.0933470697437,2020-12-18,5.346000000000001,0.0,10.5,1.317001339324027,19.86126932970154,12,DJF,1,0,0.26598244628182416,4.061826782994916
Le Havre,Prince Rupert,49.4944,0.1089,54.315,-130.3208,7580.079999556457,2020-01-26,8.532000000000002,4.6,-3.2,1.9893343704347195,17.342100071926968,1,DJF,1,7,0.21248167821965075,8.788903624487059
Tanger Med,Tokyo,35.8844,-5.5036,35.6895,139.6917,11279.731785425634,2023-02-25,4.482000000000001,0.0,-10.9,1.6700088366400219,19.105870257368668,2,DJF,1,7,0.35822489280015996,6.053007805203443
Rio de Janeiro,Tanger Med,-22.9068,-43.1729,35.8844,-5.5036,7643.603834508521,2024-11-10,10.206,0.0,28.4,1.54,17.312081166711867,11,SON,3,5,0.8992125382825293,9.38468055993555
Singapore,Guayaquil,1.3521,103.8198,-2.1962,-79.8862,19592.640853857833,2023-08-20,17.55,0.0,24.0,2.64,16.849307315635592,8,JJA,7,0,1.1327672904145494,10.427061842402415
Valparaíso,Dubai,-33.0472,-71.6128,25.2769,55.2962,14841.807937732603,2020-07-09,12.312000000000001,0.2,26.1,1.0911574593480813,18.58600689397881,7,JJA,2,0,1.0761383738924413,6.442986584517996
Singapore,San Antonio,1.3521,103.8198,-33.5983,-71.6123,16398.013550387503,2024-03-04,13.176,0.0,24.4,1.84,18.894046305331784,3,MAM,2,5,0.5974656488918935,8.143323265031425
Hong Kong,Guayaquil,22.3193,114.1694,-2.1962,-79.8862,17311.13420157545,2023-03-10,7.290000000000001,9.5,34.9,1.303398569505534,15.023255026270906,3,MAM,4,3,1.0542595613618366,8.592538916045333
New York,Casablanca,40.7128,-74.006,33.5731,-7.5898,5800.578481545373,2022-11-02,23.544000000000004,0.4,23.4,3.48,17.619306264483175,11,SON,3,6,0.7003528334511222,13.357892311510208
Manzanillo,Buenos Aires,19.0514,-104.3158,-34.6037,-58.3816,7690.466392820676,2021-11-30,13.986,0.0,18.2,1.54,21.07490172266998,11,SON,5,5,0.7016744045509584,8.702487617582369
Tanger Med,Rio de Janeiro,35.8844,-5.5036,-22.9068,-43.1729,7643.603834508521,2022-06-20,16.578,0.0,27.9,1.58,17.56142258133657,6,JJA,5,7,0.31591044425588616,8.752079551184712
Busan,Vancouver,35.1796,129.0756,49.2827,-123.1207,8241.554364384012,2023-04-11,29.430000000000003,4.5,15.1,5.04,15.979652036277333,4,MAM,7,1,1.0707183867127181,17.05034009907655
Balboa,Guayaquil,8.9833,-79.5167,-2.1962,-79.8862,1243.7779367695475,2022-11-24,15.174000000000001,0.0,25.2,1.6,17.996383274447684,11,SON,7,7,0.23847625729613392,9.843568025322998
Long Beach,Cartagena,33.7709,-118.1937,10.3932,-75.4832,5057.967207433666,2019-08-11,16.794,0.0,29.8,2.0887480795326736,16.842275095484766,8,JJA,0,2,0.3150450385906835,7.224563388293906
Shanghai,New York,31.2304,121.4737,40.7128,-74.006,11858.430877368519,2019-12-10,21.924000000000003,5.9,16.1,1.549679386234334,16.350152391989976,12,DJF,5,4,0.2497035340176224,11.524622351721224
Casablanca,Hong Kong,33.5731,-7.5898,22.3193,114.1694,11262.306794657925,2024-03-16,10.638,0.0,25.4,1.9548695975024448,16.367081970134993,3,MAM,2,1,1.1662189468838475,6.148536347032449
Vancouver,Sídney,49.2827,-123.1207,-33.8688,151.2093,12501.264664202487,2022-03-07,13.338000000000001,0.0,37.7,1.4160869546377441,16.635383821443444,3,MAM,0,5,0.2894908763731117,6.03637796464244
Balboa,Manzanillo,8.9833,-79.5167,19.0514,-104.3158,2895.267092669898,2023-10-24,13.824000000000002,21.0,29.0,3.7,9.47011336074937,10,SON,5,0,1.1354369015368735,12.374449175938476
Valparaíso,Le Havre,-33.0472,-71.6128,49.4944,0.1089,11577.14539827906,2021-12-04,19.548000000000002,0.0,24.6,1.76,20.248420802852298,12,DJF,5,2,0.9869527912731888,8.330817863345008
San Antonio,Rotterdam,-33.5983,-71.6123,51.9244,4.4777,12029.87237092556,2021-09-08,17.874000000000002,0.1,26.0,1.7146174890603196,17.321752630862914,9,SON,2,6,1.0181567744020936,10.571140829966078
Vancouver,San Antonio,49.2827,-123.1207,-33.5983,-71.6123,10525.67982509959,2024-07-31,13.23,0.0,21.4,2.48,19.292369258910007,7,JJA,0,1,0.38972253852469657,6.015920108334236
New York,Vancouver,40.7128,-74.006,49.2827,-123.1207,3904.34354592611,2021-09-15,13.608,0.0,28.0,0.9374459879603081,18.531662928481673,9,SON,4,1,0.22889683542699596,6.919847496211065
Rio de Janeiro,Cartagena,-22.9068,-43.1729,10.3932,-75.4832,5107.299801780905,2019-05-25,5.0760000000000005,4.6,29.8,2.1432324868896977,16.82554333692834,5,MAM,1,1,0.858796976173205,9.540055813845704
Valparaíso,San Antonio,-33.0472,-71.6128,-33.5983,-71.6123,61.279541683135925,2023-07-27,20.142,0.0,13.8,1.56,18.331498753912655,7,JJA,6,6,0.46909525699829785,9.16248305337151
Le Havre,Cartagena,49.4944,0.1089,10.3932,-75.4832,8092.1607285595555,2023-07-22,15.282000000000002,1.5,27.9,1.96,16.481345575404568,7,JJA,7,2,1.0938474925790578,10.370188202998447
Lisboa,New York,38.7223,-9.1393,40.7128,-74.006,5422.03090268784,2023-10-29,15.120000000000001,3.8,22.1,2.8,16.2202222013052,10,SON,3,2,0.5160510411939832,10.43838129584779
Durban,Guayaquil,-29.8833,31.05,-2.1962,-79.8862,11885.376901729667,2023-07-28,17.226,0.0,26.0,2.18,21.13102318463939,7,JJA,1,4,0.7576023259469378,9.444267780183871
Hong Kong,Le Havre,22.3193,114.1694,49.4944,0.1089,9728.520460370588,2024-10-14,3.9960000000000004,10.4,14.4,0.6133072347686467,13.442553092397725,10,SON,3,2,1.0574866533934935,7.195457164134183
Long Beach,Cartagena,33.7709,-118.1937,10.3932,-75.4832,5057.967207433666,2019-12-10,19.818,0.0,26.9,0.7141290515206632,18.35972514791076,12,DJF,1,2,1.119723936808461,6.790865541632652
San Antonio,Rio de Janeiro,-33.5983,-71.6123,-22.9068,-43.1729,3015.6668729428684,2021-07-04,5.886000000000001,0.0,20.5,1.0314563251768738,20.22595040478789,7,JJA,3,3,0.5815738075800148,8.168778625015946
Lagos,Valparaíso,6.4541,3.3947,-33.0472,-71.6128,9021.403244464886,2019-01-29,6.804,2.0,29.5,0.5460429831568561,17.49954688358245,1,DJF,7,5,0.8607857685223146,5.973436018616928
Genova,Shanghai,44.4056,8.9463,31.2304,121.4737,9184.962533379088,2020-09-22,5.886000000000001,0.0,-0.6,2.739424518748861,18.478074755586483,9,SON,1,0,0.43677213060574155,6.692024667772222
Cartagena,Houston,10.3932,-75.4832,29.7604,-95.3698,2981.3113967927757,2023-10-07,10.692000000000002,0.0,29.6,0.48,18.24864203796421,10,SON,5,6,0.8172693739307746,8.299161188859383
Valencia,Casablanca,39.4699,-0.3763,33.5731,-7.5898,918.8451253058282,2020-07-11,13.878,0.0,23.2,2.7831800096663946,19.565407204072322,7,JJA,1,6,0.7076206386418784,10.689071092329876
Tanger Med,Le Havre,35.8844,-5.5036,49.4944,0.1089,1580.2185552702451,2019-03-09,17.604000000000003,1.5,13.5,1.2229968562630296,18.668977674439684,3,MAM,6,3,1.0939852556151783,12.10152782462977
Dubai,Casablanca,25.2769,55.2962,33.5731,-7.5898,6069.513068201696,2019-04-10,14.526,0.0,26.9,1.47892063006055,20.543855744250074,4,MAM,2,0,0.8551900530222545,7.287988295244446
Prince Rupert,Houston,54.315,-130.3208,29.7604,-95.3698,3902.009638913029,2021-04-08,14.364000000000003,0.0,16.4,2.2459730448092383,18.820089633200137,4,MAM,0,4,0.4552884306693888,7.47616024933387
Rio de Janeiro,Lagos,-22.9068,-43.1729,6.4541,3.3947,6022.383022355337,2024-07-05,18.306,0.4,25.8,2.4,18.320302310836215,7,JJA,3,4,0.6146172275887496,9.825453562847365
Manzanillo,Le Havre,19.0514,-104.3158,49.4944,0.1089,9399.785817846776,2020-11-09,24.732,6.0,20.7,2.4155209879672537,15.425528181837366,11,SON,6,6,0.4594156335662493,11.997501944454427
Sídney,Hong Kong,-33.8688,151.2093,22.3193,114.1694,7375.50561398224,2019-11-29,7.398,0.0,29.1,0.7744863321953865,17.92731215630778,11,SON,4,6,0.8013129691643617,4.917622297565873
New York,Lisboa,40.7128,-74.006,38.7223,-9.1393,5422.03090268784,2020-01-31,36.126000000000005,3.4,17.1,2.5821764528553817,18.46541285417487,1,DJF,6,0,0.4649281814802127,13.807701588065239
Le Havre,Long Beach,49.4944,0.1089,33.7709,-118.1937,8940.775396836982,2024-06-21,15.228,0.0,22.1,0.86,17.884673003238266,6,JJA,7,4,0.37380108496642056,9.898215581738055
Guayaquil,Dubai,-2.1962,-79.8862,25.2769,55.2962,14577.262647525453,2024-10-27,7.074,0.0,36.2,0.8818647953245667,18.62581192439747,10,SON,2,5,0.25101476647706894,6.953273728122934
Buenos Aires,Durban,-34.6037,-58.3816,-29.8833,31.05,8132.851994382434,2024-07-20,18.09,2.3,17.1,3.36,16.867889794777803,7,JJA,1,1,0.8514015040204945,11.072622496285373
Lisboa,Tanger Med,38.7223,-9.1393,35.8844,-5.5036,450.46259545968286,2021-10-08,12.096,0.0,21.1,0.54,16.656908806820347,10,SON,7,5,1.0671354396548633,9.879974426290579
Valencia,Hong Kong,39.4699,-0.3763,22.3193,114.1694,10359.73932102712,2020-05-17,14.850000000000001,0.0,40.0,0.9527525594051776,18.565024189076656,5,MAM,0,6,0.5605021624477313,7.394277204575714
Houston,Prince Rupert,29.7604,-95.3698,54.315,-130.3208,3902.009638913029,2024-10-30,7.0200000000000005,0.0,11.1,0.6128654947875855,18.94778945890438,10,SON,1,0,0.8655054410610166,2.7575055067404035
Lisboa,Lagos,38.7223,-9.1393,6.4541,3.3947,3802.8476833765662,2022-06-10,14.418000000000001,0.0,43.8,2.6434324592855862,17.013527569872494,6,JJA,1,2,0.7799157067591176,10.06919196226687
Rio de Janeiro,San Antonio,-22.9068,-43.1729,-33.5983,-71.6123,3015.6668729428684,2022-06-08,5.886000000000001,0.0,18.6,1.858090532758575,17.921745537152294,6,JJA,3,7,0.8384060232904924,8.373591694143222
Vancouver,Valparaíso,49.2827,-123.1207,-33.0472,-71.6128,10473.02150319527,2020-08-01,15.930000000000001,0.0,20.4,2.248517098413165,18.197450153008756,8,JJA,5,7,0.2793190527371127,10.268845476716741
Singapore,Casablanca,1.3521,103.8198,33.5731,-7.5898,11888.753055536552,2021-01-18,22.194000000000003,0.0,24.1,2.0551697664508373,18.28529268837298,1,DJF,0,2,0.2306272068359349,8.971387386760835
New York,Valencia,40.7128,-74.006,39.4699,-0.3763,6069.173119430035,2024-05-22,19.278000000000002,2.9,19.6,1.96,18.229562189279193,5,MAM,7,1,0.7122363289412974,11.144208174850856
Tanger Med,Dubai,35.8844,-5.5036,25.2769,55.2962,5846.213297382107,2024-05-05,15.012000000000002,0.0,27.4,2.204156060028895,18.796974682388953,5,MAM,6,4,0.5844075560472071,10.35361950675973
Tanger Med,Hamburgo,35.8844,-5.5036,53.5488,9.9872,2303.1842440537316,2023-07-10,7.290000000000001,0.1,29.5,1.5374866247333758,20.075341192995886,7,JJA,5,0,0.29584170005378124,5.804464838275675
Lisboa,Busan,38.7223,-9.1393,35.1796,129.0756,10742.390604281602,2021-01-24,2.8080000000000003,0.0,-23.7,1.3600612256984508,18.62891178308544,1,DJF,6,3,0.6363337354769218,6.327000298472597
Lisboa,Guayaquil,38.7223,-9.1393,-2.1962,-79.8862,8508.678939155403,2019-01-01,15.984000000000002,0.1,25.3,0.5649271366809,17.12498586456052,1,DJF,2,3,1.0760015516006445,7.894414114328804
New York,Genova,40.7128,-74.006,44.4056,8.9463,6502.2445670828965,2019-11-09,15.606,0.0,17.4,2.533425855833694,17.859478617465633,11,SON,2,4,0.9048747830502877,8.947603717413175
Long Beach,Balboa,33.7709,-118.1937,8.9833,-79.5167,4814.560177473367,2023-06-27,8.964000000000002,0.6,29.1,1.14,19.527956274665048,6,JJA,5,2,0.8168140266354178,5.9115872166761045
Cartagena,Singapore,10.3932,-75.4832,1.3521,103.8198,18706.793828876613,2020-06-26,8.262,1.8,29.8,1.2531828410793806,19.249422877955045,6,JJA,0,3,0.8146202536413909,7.055438578988232
Le Havre,Busan,49.4944,0.1089,35.1796,129.0756,9342.436551738412,2022-07-11,6.048,4.0,14.2,0.7388590696976287,16.03869062352829,7,JJA,2,4,0.8898788361508783,6.506987088438367
Lisboa,Rotterdam,38.7223,-9.1393,51.9244,4.4777,1807.0005898769225,2023-01-10,15.768,5.9,13.1,1.5807573455977204,13.975609701406487,1,DJF,1,5,0.7843032414132014,8.431537183726316
Balboa,Shanghai,8.9833,-79.5167,31.2304,121.4737,15015.709659497612,2023-01-22,13.338000000000001,0.0,27.3,1.1000607021673163,17.742470415349125,1,DJF,3,5,0.6112254085295901,7.674907164366859
Busan,Houston,35.1796,129.0756,29.7604,-95.3698,11424.498760579583,2024-06-09,7.452000000000001,0.0,26.6,2.7558877839823617,17.593370831881415,6,JJA,2,6,0.9040132214757901,7.068796546489665
Le Havre,Manzanillo,49.4944,0.1089,19.0514,-104.3158,9399.785817846776,2019-05-22,26.622,4.2,24.1,2.0884403045414697,15.727571952536636,5,MAM,4,4,0.7966119226528061,12.592751992284002
Hamburgo,Guayaquil,53.5488,9.9872,-2.1962,-79.8862,10195.595468998297,2020-01-11,21.060000000000002,1.3,23.6,1.7676935617452108,20.683263286108126,1,DJF,5,3,0.36129755876645303,10.75788153735552
Sídney,Busan,-33.8688,151.2093,35.1796,129.0756,8015.746201329199,2020-06-06,6.912000000000001,4.6,28.5,1.7823908347661228,17.314582627452474,6,JJA,1,7,1.1789954318854357,7.932820900595358
Shanghai,Le Havre,31.2304,121.4737,49.4944,0.1089,9336.419569545287,2019-08-31,5.184,0.0,22.7,2.7369078949464622,19.00069872884047,8,JJA,1,3,0.9173896604459038,7.4726906166755995
Tanger Med,Houston,35.8844,-5.5036,29.7604,-95.3698,8115.755060767768,2023-06-26,14.958,0.1,26.1,1.74,19.141835539416206,6,JJA,1,2,0.47686014231018975,6.218789854623558
Lagos,Callao,6.4541,3.3947,-12.0564,-77.1319,9135.43481579442,2020-08-15,6.372000000000001,0.2,33.8,0.8947953667842655,17.66938057556068,8,JJA,1,1,0.33022706998737367,2.7726142159908442
Hamburgo,Houston,53.5488,9.9872,29.7604,-95.3698,8314.201200769361,2020-06-21,13.824000000000002,1.1,23.5,1.6315169503842706,17.569825693540086,6,JJA,7,5,0.21709468195517007,8.713452899905258
Melbourne,Balboa,-37.8136,144.9631,8.9833,-79.5167,14536.455053685831,2021-06-12,8.856,0.0,25.5,2.288847119247789,18.541715895604387,6,JJA,2,3,0.2864067533476932,7.7352137875473135
San Antonio,Melbourne,-33.5983,-71.6123,-37.8136,144.9631,11220.11088497316,2020-12-09,15.876,0.0,15.4,1.6168645734303877,18.930465543629893,12,DJF,1,7,0.30842194386214955,10.352163914883091
Vancouver,Tanger Med,49.2827,-123.1207,35.8844,-5.5036,8729.457713865759,2023-08-23,20.951999999999998,33.1,25.2,2.16,5.324617540076928,8,JJA,4,4,0.37136022372557603,15.8307859354739
Vancouver,Balboa,49.2827,-123.1207,8.9833,-79.5167,6027.053869439089,2022-12-17,24.516000000000002,4.1,21.7,0.72,18.901230916010583,12,DJF,5,5,0.7107958400803109,11.806065134438326
Dubai,Houston,25.2769,55.2962,29.7604,-95.3698,13142.081279317772,2019-06-13,7.452000000000001,0.0,23.4,1.1933685314140825,16.471249997144163,6,JJA,1,5,0.964170314225228,7.715529079502582
Guayaquil,Tokyo,-2.1962,-79.8862,35.6895,139.6917,14497.97738962178,2023-05-19,13.338000000000001,0.0,41.9,2.2205324088271388,15.335559185905584,5,MAM,6,2,0.7594252803279586,10.901408073926333
Buenos Aires,Rotterdam,-34.6037,-58.3816,51.9244,4.4777,11391.27603179727,2019-07-18,11.610000000000001,0.0,23.3,1.8663196525497985,18.408322170470463,7,JJA,1,1,0.7100509213043131,7.658264015155828
Singapore,Shanghai,1.3521,103.8198,31.2304,121.4737,3805.740314417279,2023-10-31,25.056,3.1,28.0,3.04,15.261081363829415,10,SON,7,5,0.3894529681725362,13.361177234909222
Rotterdam,Tanger Med,51.9244,4.4777,35.8844,-5.5036,1950.3652693332087,2021-08-13,9.666,0.0,37.1,1.066253165873835,17.845281814870116,8,JJA,0,6,0.28694130420285086,6.952038668733548
Le Havre,Manzanillo,49.4944,0.1089,19.0514,-104.3158,9399.785817846776,2022-02-03,28.404000000000003,0.5,18.8,1.66,18.72765377474919,2,DJF,7,7,0.9461178960640388,12.791367084183703
Durban,Vancouver,-29.8833,31.05,49.2827,-123.1207,16953.229254915517,2024-12-18,19.98,2.9,28.3,2.16,19.67361652663277,12,DJF,4,2,0.40550436837671605,11.26017806291816
Sídney,Busan,-33.8688,151.2093,35.1796,129.0756,8015.746201329199,2022-01-17,14.634000000000002,2.3,29.2,1.98,15.805397269758036,1,DJF,7,0,1.032641543942649,10.155785906047885
Shanghai,Singapore,31.2304,121.4737,1.3521,103.8198,3805.740314417279,2020-01-14,21.168000000000003,0.2,25.5,0.8192021213577201,18.344488478960777,1,DJF,4,6,0.9033284224539697,10.791717887707936
Shanghai,Sídney,31.2304,121.4737,-33.8688,151.2093,7881.420900107555,2024-05-11,8.370000000000001,23.5,30.5,2.4254558074621118,8.81464815718713,5,MAM,3,0,0.8668644646655255,9.298122830201827
Vancouver,Valencia,49.2827,-123.1207,39.4699,-0.3763,8663.357576466566,2021-08-21,22.788000000000004,0.3,20.6,2.5639446753436026,19.16617750614157,8,JJA,4,7,0.25763547001759696,11.125408141496537
Cartagena,Callao,10.3932,-75.4832,-12.0564,-77.1319,2502.916782199605,2024-04-29,3.5100000000000002,8.3,30.5,1.3239372777381253,13.186057302389662,4,MAM,3,3,0.7656634069504686,6.070672495914378
Casablanca,Singapore,33.5731,-7.5898,1.3521,103.8198,11888.753055536552,2024-05-31,21.276,1.4,29.8,1.98,17.72963968330136,5,MAM,2,3,0.3914122715092044,10.282782769475965
Guayaquil,Valencia,-2.1962,-79.8862,39.4699,-0.3763,9266.301446382673,2020-06-09,14.148,1.1,24.1,1.8403507142397362,17.690188133313818,6,JJA,5,7,0.7292995333302501,9.800879817468875
